sentence_id	sentence	locale	reason
15fe2959219f203eb080c689681f55ac529e78f3a76dcd6684a9d4f9d6519764	Halka açık sigara yerlerde sigara içmek mi?	tr	grammar-or-spelling
4218e5bfe721cc72d19566d30d41db27843d827d90f52d75752daffda59c160e	Pensioners also lambasted the measures.	tr	different-language
0d0920465e0b39a7f4a903c3dd64a290d11748239b268434fe36aa1a27c706c2	Ancak reformu siyasi bağlamı pek dostça olmadı.	tr	grammar-or-spelling
4218e5bfe721cc72d19566d30d41db27843d827d90f52d75752daffda59c160e	Pensioners also lambasted the measures.	tr	different-language
0f85be8c485be6ad9c0227f80965d18dabd565b7c0788c0bebfe41140c7b3653	Birini sınıf müfredatı hazırlık niteliğinde.	tr	grammar-or-spelling
4218e5bfe721cc72d19566d30d41db27843d827d90f52d75752daffda59c160e	Pensioners also lambasted the measures.	tr	different-language
ff673fe117773c486c536f87af0b9fd9748b75d19540b7427376899103bc1c75	Polis en az altı kişiyi daha sorguya çekiyor.	tr	difficult-pronounce
0e828a3c6fd86bed19aef1c143ed03d3d8988ef7cd1debbc4ecf96c363856f86	Türk medyası da yasağa ateş püskürdü.	tr	difficult-pronounce
0d29aaa5d15c5b7412064f6d1c504d42dc5c2f4d9230faa6be121f847aecc87a	Bu, pek çok Balkan ülkesinin yaşadığı br sorun.	tr	grammar-or-spelling
254a048079379524de861427741da601c34c95d1654bf73d4627483984facf88	Krstiç şu anda kırk altı yıllık hapis cezasını çekmekte.	tr	different-language
254a048079379524de861427741da601c34c95d1654bf73d4627483984facf88	Krstiç şu anda kırk altı yıllık hapis cezasını çekmekte.	tr	difficult-pronounce
4218e5bfe721cc72d19566d30d41db27843d827d90f52d75752daffda59c160e	Pensioners also lambasted the measures.	tr	different-language
42b9029d1b9f6dfa28ec634907acbf5824cee4cff486fae1d65a3696bea82a6b	Hırvat takımı, jüri özel ödülünü de aldi.	tr	grammar-or-spelling
253b445368657f3cd8b6bf6442b5e1334a4fbae80b8af2855c8089a8762c671f	Teklif verme süresi altı Kasım'da sona ediyor.	tr	grammar-or-spelling
629a6b334d82e5ea545b25764ae5278bac4c601ca53ce40b963297728ee34797	Batiç ise herhangi bir dosya gördugunu reddetti.	tr	grammar-or-spelling
145cd413d01e896ec0a0d8ba9da84df953d7bf88e2e6dd847b08c37634864e5c	Bazı şeyleri değiştirmeye başlayan insanlar var.	tr	different-language
9b51b169327cd024d95e8051bcd7374047607bc65a9e28e6a2cb3050253a8de0	Turkiye, parlamenter sisteme bin dokuz yüz yirmi yılında geçti.	tr	grammar-or-spelling
8f1759962a4d32b4996032f83025071aa1b4af06afd6aa9e2e3591ac670a68a0	Polis bu olayla ilgili ki şüpheliyi tutukladı.	tr	grammar-or-spelling
8215593135ac153e152917b3e0a58e9936f71c3f1b9173cdf5ee359ad1501885	Şu ânda durum nedir?	tr	grammar-or-spelling
8c6598eeafe50c5ad5caf8e8ad3b39c662e5afd838bbffea189378ee4a45e8e9	Steiner'ın yerine bir cok kisinin adi geciyor.	tr	grammar-or-spelling
4218e5bfe721cc72d19566d30d41db27843d827d90f52d75752daffda59c160e	Pensioners also lambasted the measures.	tr	different-language
9e1ce5a0636ce41555eb662972e8479f8cef639178dbf6ccf75b0f45d372c7b7	Slyivancanin ise hala kayıp.	tr	difficult-pronounce
9e1ce5a0636ce41555eb662972e8479f8cef639178dbf6ccf75b0f45d372c7b7	Slyivancanin ise hala kayıp.	tr	Yabanci kelime
4218e5bfe721cc72d19566d30d41db27843d827d90f52d75752daffda59c160e	Pensioners also lambasted the measures.	tr	different-language
aff14ef7225772b884f449a74508c1d32b304cb7b9a837b74cfa35bb07d5f4fa	Neden hayat bu gittikçe daha pahalı hale geliyor?	tr	grammar-or-spelling
b12af7b999c66e3a4b3935a1ffb12d7afa46273c996ea37ac6178ca14ffa4ba7	Dragnea'nın seçimi pek kişiye sürpriz oldu.	tr	grammar-or-spelling
b6f130c25a2fbca1132b88830d2de5b209d409802545c4bc412b7994cb4660cb	Tesisin inşaatı, dört buçuk yılda tamamlanancak.	tr	grammar-or-spelling
98b9b06df6f164ee7d27389549d03ce3fa2103d47434b5efcb13f14a48e7c802	Stamatis Kraounakis.	tr	different-language
b91da54c4fbe929f55743b5c3ba39e09fd5adf16b15ef8ad31f35326dace170c	İki ülke bloğa yirmi altı ve yirmi yedi. üyeler olarak katıldı.	tr	grammar-or-spelling
b84c883cb0fbcc61dcf480fc89998a8d0f0b76d448e0d132b0d89f5d924201c0	Merwin oldu.	tr	different-language
abdd26104e0c803f8b3e9463d2335eb268527e7c8d7b9a362050ef83bc7caeed	İngiliz takımı toplamda altı. oldu.	tr	grammar-or-spelling
bde974c8c96216656774ec6848c2f032e4020d1ecd922212c531f9c52dad4816	Bdoksan iki bu açıdan hangi noktada duruyor?	tr	grammar-or-spelling
9345ce2dc41258d5db62b6686eccdd8a4281480ccbe8ec4f25885ddf4f582944	Çok az kişi mantıklı secenekler önerdi.	tr	grammar-or-spelling
ae3040ef173a7d99544f9ff2933b0211a27ee1a444395d87e11a770a7efb2248	Gemi seyahati düzenleyen şirketlerin, yeterli rıhtımı bile olmayan bir yeri niçin tercih etsin?	tr	grammar-or-spelling
aa073ee6d2d5fc847a6fd2f8edceb8c020d772f4c49cd8e579f5995f22bd844b	Ancak bu iş şu ana kadar hiç de kolay gorunmuyor.	tr	grammar-or-spelling
afec94ab0b0f7cb25903393b6d01eb5015faccba9c83238951681a781f7d0037	Bu süre icinde ne gibi başarılar elde edildi?	tr	grammar-or-spelling
b0d1b587b82f6c562724cc849a28bcc623378c4dde1eb9b24992b349e953984d	Hak verilmeli ki, dünya çapındaki sorunlar aslında insan beyninin mekanizmaları hakkında bize oldukça aydınlatıyor.	tr	grammar-or-spelling
c6f4a20d9b494243120c7a07345690ff8592c3bf2f17a5e2928bee1890c89d97	Ancak, bu olumlu durum kısa sürede tersine dondu.	tr	grammar-or-spelling
b1242f22b706ca31d5307ef45d33ff583d643721e0e35bf5b8471b7c50a6606f	Ve Bayrami zamanın tükendiğini biliyor.	tr	grammar-or-spelling
c0cfe9879db41a73c4f39782131f9bc8d0b9bd4d0bdf9e7330955e53d03037ec	Bunun bir çeşit etnik temizlik olarak görüyor musunuz?	tr	grammar-or-spelling
cfb2f4d7e459100e82506830303659f9c935c8d007d54354b9b931f2b9740fd1	Mimari on dokuz. yüzyıl sonlarına oldukça benziyor.	tr	grammar-or-spelling
b25072f92772ef0cdb1a829ab0233930d9179a3220d85c63296ab05a58b5c22b	Makedonya'nın Prilep kentinde düzenlenen otuz dört.	tr	grammar-or-spelling
b911bf1eb3ecbdf578971792e83674e4c957d8214c799d55a35b623cb2b0e67b	Fakat anılarımızda yer almak için burada.	tr	grammar-or-spelling
e46dda1281e4c6b5f8b832bed98daf252c1e717a9e6bd11fc499eca1c7dda81b	Sizce tarafların yakın bir gelecekte anlaşlamaya varmasını beklemek gerçekçi mi?	tr	grammar-or-spelling
4218e5bfe721cc72d19566d30d41db27843d827d90f52d75752daffda59c160e	Pensioners also lambasted the measures.	tr	different-language
dbe65009bc721c9afba275064e4766aca496bea1ed52ace52439d56de3dcdf1b	Diğer partilerse açık farkla geriden geliyor.	tr	grammar-or-spelling
dd07cfd929036ba8f769cb54acb00b2237c44114a72ffe9b38d9eee9d3e0d18b	Makedonya ise dokuzuncu Grupta üçüncü sırada yer alıyor.	tr	grammar-or-spelling
afec94ab0b0f7cb25903393b6d01eb5015faccba9c83238951681a781f7d0037	Bu süre icinde ne gibi başarılar elde edildi?	tr	grammar-or-spelling
cf071b3088b236608340c33d56c04ddf82046007b9cf81b93ee84dfd5a72f364	Çinli Yibing Chen altında madalyanın sahibi oldu.	tr	grammar-or-spelling
e03168e22a05d4d4ce5b08a2ca60e5a2e1675a5e31c4bd354963fd7ec655a3a5	Erkeklerse Brezilya'yı iki-bir yendiler.	tr	grammar-or-spelling
ea56483a4f1b8b92c75752286e373f6ec75fbbbab991c4e619279dec96a2ab72	Makedonya, Moskova'da düzenlenecek yirmi üç.	tr	grammar-or-spelling
9efc84f9f6e50f42caf1307b718033729f7b7e214ac4554eb00cba8f1a1d7d4d	Nuremberg, Frankenstadion.	tr	grammar-or-spelling
d87b6cd44769a701265bec6eab7986bca8d7be2b75c473fdc20e2b20c2e12c0d	Rodos'a gidiş dönüş biletiyse adam başı iki yüz elli avro.	tr	grammar-or-spelling
b0d1b587b82f6c562724cc849a28bcc623378c4dde1eb9b24992b349e953984d	Hak verilmeli ki, dünya çapındaki sorunlar aslında insan beyninin mekanizmaları hakkında bize oldukça aydınlatıyor.	tr	grammar-or-spelling
f1d99f8dbe27d9a6cf9f409abd7b78e5289bb872148733fecd5c3eb0dd683201	Franchini ölmedi.	tr	different-language
cf071b3088b236608340c33d56c04ddf82046007b9cf81b93ee84dfd5a72f364	Çinli Yibing Chen altında madalyanın sahibi oldu.	tr	grammar-or-spelling
d46cc82d0b4969b0448e725ca002d1dc4c0a9127b7145ce947dd85f7e28b0969	Tam olarak itiraz ettiğini noktalar neler? Sizce yasanın olumlu yönleri de var mı?	tr	grammar-or-spelling
f5562bb0fa671f1a37ac228cd1a4754161d2353e6f4a68b8ccbb00a22d73fd4e	Üsküp karar tepki göstemekte gecikmedi.	tr	grammar-or-spelling
e958ef6467264a44e5a103eea6c2082e03d79d8d578ce82eed81384cc4474f0b	Partinin hükümet gündemini sunmak.	tr	grammar-or-spelling
08e77e6018ca52435e5e342a57163f01f7cc1183eb569810b866df3891f02750	Sırbistan bu sorunlar nasıl başa çıkacak?	tr	grammar-or-spelling
15fe2959219f203eb080c689681f55ac529e78f3a76dcd6684a9d4f9d6519764	Halka açık sigara yerlerde sigara içmek mi?	tr	grammar-or-spelling
fc7ca58a3f3efa6f0380ea2b4ea5ab46ecbf176c5160b21c1cbb9c3157ca7801	Fakat Stojarova'nın başka bir önerisi var.	tr	different-language
1aa01776accecc4791c48014eaf05d049bcf88db30011fe18cd8b567b7ffd821	Tutumların Avrupalı bir unsura rastlamadım.	tr	grammar-or-spelling
0ac0f81d8c8402bff211934f321524dd0a12b87e0274fa0bbaa59863815edbdf	Bugünlerde, Sighisoara popüler bir tatil beldesi.	tr	different-language
e83d759baa5781c2d33e6b539b9e1b52f26d2af0a1e266f167bbad5f264b3321	Louka Katseli ekonomi bakanı olacak.	tr	different-language
15ed9f716915a81cc2033d925ddae80bf99f87c796db659a44fb93d26d4caa54	Mahhemenin altı ay sürmesi bekleniyor.	tr	grammar-or-spelling
fa9903ab509c31600c04671a3eaf33efb0ab70a9aa3cc49d57ca0601e4fa2722	Kalogeresis aynı fikirde değil.	tr	different-language
1ab383193536c8509b67f25144b6ffd6dc49818d8858bc15de986fce218464b9	Bakarciev daha sonra olaydaki rolünü itiraf etti.	tr	different-language
1488905da60611248d3d0fb1583e6666049afbc4675c992814a78ff9d10cfbc3	Bojaxhi'ye göre çeşitli yöntemler izlenmeli.	tr	different-language
2401da728386b48762a71df8a6d38662cc4d545cef7e4b5b2a4ca00bad959c9f	Sibiu'nun kendine has bir ortaçağ havası var.	tr	different-language
4218e5bfe721cc72d19566d30d41db27843d827d90f52d75752daffda59c160e	Pensioners also lambasted the measures.	tr	different-language
2766044ec332390df5e932a6f838eb1632ae3889b25aa005cbfeda419935ff89	Snezana Pajkiç'in bugün nerede olduğunu biliyor musunuz?	tr	difficult-pronounce
0b5c09874c6b80c9b5febcd248c19b2c9c10232f5630fd1f8fb37ff64314147c	Burada çergilemek hiç de fena değildi.	tr	grammar-or-spelling
8be08837cf0f9b6838f5d46dc6036f246e66f9b5c6672a7746840685f2f7648c	Her zamanki gibi basit bir soğukalgınlığına benzemiyordu.	tr	grammar-or-spelling
002dcd346d8288d0c0f0dbf696d4409145eaa805e87269ffd8277e6977a74fe7	Mısır Kampanyası’nda için yedekte tutulmak üzere Aden'e taşındılar.	tr	grammar-or-spelling
007a34172cd781b7906830eade8df51e2c26b510613698d53b8c987cf28780b4	Morozane'nin Fujiwara no Moromichi ve Fujiwara no Ietada da dahil olmak üzere pek çok oğlu ve kızı vardı.	tr	difficult-pronounce
003a230a1810976135152f5148e3cf4aa41d8efab83c737a226edd40bc9fa614	Her iki mektup da transkriptleri ile birlikte learngaelic nokta net adresinde bulunabilir.	tr	Unmeaningful URL
008cedcedc0ab427abfbe5527a8d75ed9a429e6a05b62c11cea019617332fe4c	Söylendiğine göre, Fogerty "The Devil and Daniel Webster"ı izledikten sonra "Bad Moon Rising"i yazmış.	tr	Many English words/Tittles
00005ef76c570bac3422522b5ff2f860b2b74bad30be94f717b85f24a1cc6379	Oyun bu formda olduğunda beri emekli.	tr	grammar-or-spelling
00c9960fc05dc95859ba8b76bf8b456a34841e5555d94e82ee58c485a320ab4f	Tanınmış bir şarkı "Zindagi hai pyar se, pyar se bitaye ja"	tr	different-language
00dd24387ed56ee2c657f7de84803a3c35addd0b5aeb6e5e5fd4f1c644e070bb	Madox'un "History of the Exchequer"i eskiden standardı oluşturuyordu.	tr	different-language
00a093a0f41f41e15da917562423afbae47f0bcf08e7371e0ad9f3a2c3fe576b	Maç bitince Knoble ve Karagias “Jung Dragons”a saldırdı.	tr	different-language
00bba789d6d034e84d89a03edce56d766ad4ba535fa271dd8eec1a05e0d4003b	Ault ve ilk karısı Julie'nin iki çocuğu vardı.	tr	different-language
0024890b68b2ef18085a44a89765821bb2645ff00d21e1c8e64a7c4a8a4b8d16	Kuzeybatı Kıyısı, Okyanusya, Afrika ve Güney Amerika'dan gelen mükemmel holdingler var.	tr	grammar-or-spelling
00ae41c3917e62739542c90a43205e11fef6172ea69b7d607b0953fb1a6ffb59	“mappiq”, hece bitişinin sessiz değil ünsüz olduğunu belirtir.	tr	different-language
0069233404e4732febc9e81c0b709c10a79d198fe4f29a50b04b19e675f90027	Mülkiyet şimdi Baloga Funeral Home In mevkiindedir.	tr	different-language
008d96e9f9fe3eae343b5c931611e94fe95c3d07e710482f746fd73d96ec207c	Fen-phen artık yaygın olarak mevcut değildir.	tr	different-language
00c38078cc5cf8cdfe67fd54bb684b0bdde133a9c0331956fde27f317099dd4a	Cotham, Bristol West parlamento seçim bölgelerinden biridir.	tr	different-language
009aa88dca49a82717fbd4caaab294c340ee011cacb7b0cf5d95f910c8ed47a6	Siebricht grubun kalıcı basçısı olacaktı.	tr	different-language
009f29fd5c0533ffb2c6d70661863eda2770d25856bdde83d32c0034fb86f103	"P. nelsoni" Florida ve güney Georgia'da yaşar.	tr	different-language
00e1d41c65272fc98a543d2d2b9441e050df7922becca97451f12f582ee7d8d2	Bu, Phillips’e "The Geese and the Ghost" albümünü tamamlaması için gerekli itici gücü sağladı.	tr	different-language
00cf42bd74c1a734d2a13c11d69db4ccd7d4045ddbf2bc787c7412621da8f406	Andrew Fırtınasını gözetim altında tuttu neticeyi raporlarken sözüm ona yağmacıları kovaladı.	tr	grammar-or-spelling
0093d5f7b2555c4845856cec57501ea3c0c4450ecf996c4d9f0dfef2eb3a709c	Piskoposun evi Bishop's House, Gosforth'tur.	tr	different-language
0072c778b691bd05d48cc65bf57259ea201686ba73d11070750b8ca94d84282d	"Carne seca", Tucson ve Sonora'daki machaca için alternatif bir isimdir.	tr	grammar-or-spelling
0072c778b691bd05d48cc65bf57259ea201686ba73d11070750b8ca94d84282d	"Carne seca", Tucson ve Sonora'daki machaca için alternatif bir isimdir.	tr	different-language
00d455fbea989a537ee1f413604edb853589753a1691ec4449cafa8434eccf6e	Norveç'te alternatif ancak daha az yaygın olan bir "Rolf" varyasyonu "Rolv" şeklindedir.	tr	difficult-pronounce
006125eac9de1580bb88e964934fc1732e7143332707916dcc69b6ff35c026c9	Bu kahramanlar, Earth-S olarak bilinen bir paralel evrende yaşar.	tr	difficult-pronounce
008c0a5655c8587b136cfd9e98a526e2fca19ff5d1aa1fefb47b60435160978a	Tasarım başpiskopos Dom Jaime Luiz Coelho tarafından idealleştirildi.	tr	difficult-pronounce
00c2fcd17b0d0e7762573cf095567808c89946c908ba21e2da575a2c920d2e9d	Aitken, Chatham Belediye Meclisi’nde Bennett'in başarılı yer kazanma kampanyasını yürüttü.	tr	difficult-pronounce
0c56ae788e2cdc1185f7bddde83aed92e5a5c03238296611ef3503d55cd80846	Bunu görünce yüzünde bir teşekkür dolaştı ve yanıma oturdu.	tr	grammar-or-spelling
