client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
ace772ad55e2de2acdd889d3a71159205bbe39f90d8935f743c8184f74d92405592d1aa9f9dd8ccf7824166832cd412becf9443d6ab4c5fd66ed7626714eca09	common_voice_tr_18380000.mp3	6dda71ebddccd71dd01fb44d07ac6dcdc51073bf82da3a7b3c78f1ae2fb2498b	Sırbistan'daki bilimsel ilerleme ve başarılara ilişkin değerlendirmeniz ne yönde?		0	1					tr	
e910d97c2553059218bf6840172891d367db2881f268dac95ff2a7f963355451d6fdbdf3ac357a51d3dd33c30bb5b9cd0b9944ab45a57ba18cd36533af2734c3	common_voice_tr_18393336.mp3	0dada7e340761d3b8e6777170a2eab72c52ff3fb9ff87c827702a16063c3e949	Doğrusu benim için hoş bir sürpriz oldu.		1	1	twenties	male_masculine			tr	
e910d97c2553059218bf6840172891d367db2881f268dac95ff2a7f963355451d6fdbdf3ac357a51d3dd33c30bb5b9cd0b9944ab45a57ba18cd36533af2734c3	common_voice_tr_18393345.mp3	4179956227c533f63be0f734bed2ddebca9239fb8ed6ce534edc9205f929cea5	Bu şekilde bir aşırı görüş diğerini besliyor.		1	0	twenties	male_masculine			tr	
9acf1513ec58204eb355b10c43862bec73ea70b8d5de81dd19dcdc58e18d3ee174ce29d06e96a86ce4fc303c2652499ac2b92f47846e2e09700457f5d18288c4	common_voice_tr_18393372.mp3	234f1b7bf913d7b12899edbdfeefcc675b7fe9f7ff4d804032968fdd00af4ca8	Asgari fiyat altı milyon avro olarak belirlendi.		1	1	thirties	male_masculine			tr	
9acf1513ec58204eb355b10c43862bec73ea70b8d5de81dd19dcdc58e18d3ee174ce29d06e96a86ce4fc303c2652499ac2b92f47846e2e09700457f5d18288c4	common_voice_tr_18393394.mp3	c488eaf8204db8034ad8bc7b0ab83d5cc990e15917a575ca8aeddd5d0d565236	Bunu nasıl değerlendiriyorsunuz?		0	1	thirties	male_masculine			tr	
9acf1513ec58204eb355b10c43862bec73ea70b8d5de81dd19dcdc58e18d3ee174ce29d06e96a86ce4fc303c2652499ac2b92f47846e2e09700457f5d18288c4	common_voice_tr_18393410.mp3	103df2db80e823096747b48091def0e1d7864828e599a200951d929427be6b4c	Fuarın bu yılki ortak ülkesi İsrail'di.		1	1	thirties	male_masculine			tr	
9acf1513ec58204eb355b10c43862bec73ea70b8d5de81dd19dcdc58e18d3ee174ce29d06e96a86ce4fc303c2652499ac2b92f47846e2e09700457f5d18288c4	common_voice_tr_18393448.mp3	6afdfb8ebafb64b2af33e5398874ee79444bf9d36f693210698ebeb8c036578b	Elektriğe bu ay yüzde altı virgül yedi oranında zam yapıldı.		0	1	thirties	male_masculine			tr	
9acf1513ec58204eb355b10c43862bec73ea70b8d5de81dd19dcdc58e18d3ee174ce29d06e96a86ce4fc303c2652499ac2b92f47846e2e09700457f5d18288c4	common_voice_tr_18393449.mp3	d7f0eb0b050f852413b50821a6194830cae05cde2df5c2fc4ba143eda1586448	Ara sıra iş buluyorum.		1	1	thirties	male_masculine			tr	
9acf1513ec58204eb355b10c43862bec73ea70b8d5de81dd19dcdc58e18d3ee174ce29d06e96a86ce4fc303c2652499ac2b92f47846e2e09700457f5d18288c4	common_voice_tr_18393451.mp3	07731c5cc0248dd3d5b6f92fb960672724074bc14ec7184269e4d433e4cb33f4	B doksan iki blogcuları açıklama arıyorlar.		0	1	thirties	male_masculine			tr	
06c0fc5890e3963598b4cc8d32abddfc0d52e789c64f248eeb9cff171be233bb9de95962a99519d7ce848e71b6dc9b5ad09d7b00180761cee0940f5df4d872be	common_voice_tr_18395539.mp3	81b7c47ad6964c5cdcbf8b1104b9d476d0c3a4c656b94c1abdce60d95e3fe3a8	Bugün artık tüm siyaset küresel.		1	1	twenties	male_masculine			tr	
fa8416a2b7807a2870dd9f45cc87e9556dc204841dacaea8f7976214fe421722c83713b91fdb7b78fb3fe36b1ec3b78f5efc670d5aadea29f9df3611fffab22b	common_voice_tr_18404740.mp3	0a7c2d6e12af64a1e87e4b7a043f25462be155303a879f67df1a9fda937af154	Sürekli bir korku içinde yaşıyoruz.		1	1	twenties	male_masculine			tr	
defc3c782977d86597070cdb47cd61c873fe0376762607e1f8a16854800420de913bc660b409bf41d3c2f32152d4bd549a2eca7465d16137ee3d56af9bf745c3	common_voice_tr_18407437.mp3	e05ce1abd273617fbc6c3f55f6e441f9a0b46ec24d808d6d0ec55cacac977799	Elde edilen bilgiler halkı şok etti.		1	1					tr	
defc3c782977d86597070cdb47cd61c873fe0376762607e1f8a16854800420de913bc660b409bf41d3c2f32152d4bd549a2eca7465d16137ee3d56af9bf745c3	common_voice_tr_18407440.mp3	1608ec450e2dafea2766912763c1bd9d49f9acfc6ad2a4b7b855989c7acd0e78	Miro on oy alarak adaylığı kazandı.		1	1					tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413652.mp3	8368c3d469bc14d3fe3e1b70328f5c6a3608481cb3b5f19c6febe009be8087ec	Bence bu olasılıklar arasında yer almıyor.		1	1	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413655.mp3	15f0adbeb17d5019490e8c54afb356c25ea64951686037ab2fcc80ed0f12b21a	Soruşturma geçen yıl başlatılmıştı.		1	1	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413658.mp3	dac1598dcf7775c0e8fa970f44db37a3805e11ef434352ef9cea1dce96a2c60c	Kısır döngüleri ve az gelişmişlik tuzaklarını kırmak neden bu kadar zor?		1	0	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413663.mp3	35eb27c2ccd98d4eef3c6f55ee1ae7e73c092d8a672adc3fd5a0b4d490ed5e2f	Kendimi zulme uğramış gibi hissettim.		1	1	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413669.mp3	fafc6a21dc22d883e8b7b76601f8873b212ff4ac8355afa84ed2db7f677d27d1	Kredi yirmi yıl vadeli olacak.		1	1	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413671.mp3	01ef50025edeecb8c507adabd746fbe53ae47e5ea4090179fbf2f7393e8e4e5f	Oysa İslam Konferansı'nda elli yedi üye ülke bulunuyor.		1	1	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413687.mp3	aa3805a554612fa9e397c5799d22ec2352cfc92e932b324b7f275ff1ee3a4226	Fakat yine de bu işe bir şans vermiş.		1	0	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413689.mp3	d46cc82d0b4969b0448e725ca002d1dc4c0a9127b7145ce947dd85f7e28b0969	Tam olarak itiraz ettiğini noktalar neler? Sizce yasanın olumlu yönleri de var mı?		1	1	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413690.mp3	b77267270f16885a6a78ea8a60e1b3bfaa9a178c6a8965825743571694061db6	Pahor sonuçtan duyduğu memnuniyeti gizlemedi.		1	0	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413695.mp3	dd439e2fc2b84fcaf3312d6936a0119f03b9209408e608e22ce207e68a208f75	Ama yenilmedik, diz çökmedik ve ezilmedik.		1	0	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413700.mp3	5d905b471023b2fef475ed904a5f1f5796c67600a8295bb926aafa81031c9541	Bu ülkede hiç kimse o çağa dönmek istemiyor.		1	0	teens	male_masculine			tr	
1151c29361f6bb26e8e1275530072e6a62660ef91c3061f04442909b3b96c419ba0fc48b73e34ceb25947359743cb9bf67ce91cab20719ad97ff59853c747863	common_voice_tr_18413711.mp3	c70cc05c84748385b0cef393b5aa51e9f06f393bf64b1e2eaf8ce2bb98b65ad5	Aramalardan şu ana kadar bir sonuç alınamadı.		1	0	teens	male_masculine			tr	
1b80f76a6bca3e7e0b5eb2ab308d6e069ba5633a3ad5d3488071eefb1160c8bd2596e1553f464ca581b4df7f87ca8a9a15a6fd093cd69f739650dc7b4d05ec78	common_voice_tr_18418349.mp3	7f685e7e78eeedbc656954bc9c3c86948c8f4bea610e07191a7cfdbb97d0a23e	Türkiye ve İtalya geçiş anlaşması imzaladılar.		1	1	twenties	male_masculine			tr	
1b80f76a6bca3e7e0b5eb2ab308d6e069ba5633a3ad5d3488071eefb1160c8bd2596e1553f464ca581b4df7f87ca8a9a15a6fd093cd69f739650dc7b4d05ec78	common_voice_tr_18418353.mp3	cf97215ba879de4062cc6ec6dad182e852a3b470961a30a24b2d1fa3e790cfc6	Ziyaret, Arnon'un ülkeye ilk gelişi oldu.		1	0	twenties	male_masculine			tr	
1b80f76a6bca3e7e0b5eb2ab308d6e069ba5633a3ad5d3488071eefb1160c8bd2596e1553f464ca581b4df7f87ca8a9a15a6fd093cd69f739650dc7b4d05ec78	common_voice_tr_18418368.mp3	e434aaa465a0d4aef356f417ccbf90abb1632c8d9b54cd67a33ec08ac48c942a	Peki bu durumda Kosova'nın ekonomisini düzeltme ihtimali nedir?		1	1	twenties	male_masculine			tr	
1b80f76a6bca3e7e0b5eb2ab308d6e069ba5633a3ad5d3488071eefb1160c8bd2596e1553f464ca581b4df7f87ca8a9a15a6fd093cd69f739650dc7b4d05ec78	common_voice_tr_18418372.mp3	6cf822b3b2eeaf936509fed477fc05c6df4724c7d33dd16bb8f6f5c4fb037768	Bu yüzden, bu ülkeler birlikte sıralanıyor.		1	0	twenties	male_masculine			tr	
0bb9704f97849e2c8922a5ef82046bd1674b6af82038caef264a0cdb98f76805d90ee9ca8d5aa6b154affa2f6a2c838b58e9e3a833d1bf318590b0c2fe578c05	common_voice_tr_18429715.mp3	986876cb72228959d73500efc08bb7710c12539c7000a55274b8163110b315e8	Bazı adaylar tanınmış küresel şirketlerden geldi.		0	1	fourties	male_masculine			tr	
0bb9704f97849e2c8922a5ef82046bd1674b6af82038caef264a0cdb98f76805d90ee9ca8d5aa6b154affa2f6a2c838b58e9e3a833d1bf318590b0c2fe578c05	common_voice_tr_18429716.mp3	549686d2fdc6f542b5391d8a3823bbbabd60ed54460cef6e43b8e9345108fad3	Katılım yüzde altmış iki virgül sekiz oranından gerçekleşti.		1	1	fourties	male_masculine			tr	
160359b37808cfe41527e66b1d3aa0004eb65227336df002ada29bf7a912a6574d9387826ba73b9e8b5b7a11d85d1af6dda4ce985bf7fe1830d0481e6e26779e	common_voice_tr_18429969.mp3	2711cee9a0a428ddba600f9ff75e9474af3baa39f6d161474d464373d2a53fa7	İlk kemoterapi küründen sonra kanser yok olmadı.		0	1	twenties	female_feminine			tr	
e964ef51b71a58c21453194b7496a0df9321d2e59a219dca5f8368b093cb09cb9534330a619c94bab10fb075a4bc60afe362f7ef6416b1063e42201d15a5af9a	common_voice_tr_18434309.mp3	befd65f7bfcd2d3d934e6baef0ab23bc3bd2b8c187387458fd4f9a5fb8ff6b15	Bu kıta büyük özverilerin bir ürünüdür.		1	0					tr	
e964ef51b71a58c21453194b7496a0df9321d2e59a219dca5f8368b093cb09cb9534330a619c94bab10fb075a4bc60afe362f7ef6416b1063e42201d15a5af9a	common_voice_tr_18434319.mp3	76ebabba004f3f9058499131bb3e87fdadd9123f292660f318a7d5669632f966	Polis saldırganları arıyor.		1	0					tr	
e964ef51b71a58c21453194b7496a0df9321d2e59a219dca5f8368b093cb09cb9534330a619c94bab10fb075a4bc60afe362f7ef6416b1063e42201d15a5af9a	common_voice_tr_18434331.mp3	2b6fe97ad78a6d3be89d60b8ba927ec20d466f683a54c0a3e902daefd3544e1b	Veriler iki bin sekiz yılının ilk üç ayını kapsıyor.		1	0					tr	
e964ef51b71a58c21453194b7496a0df9321d2e59a219dca5f8368b093cb09cb9534330a619c94bab10fb075a4bc60afe362f7ef6416b1063e42201d15a5af9a	common_voice_tr_18434342.mp3	bebbb8b0eaebbcaa590d1ad40655c286c94774a667ebace0f71c913fb28afce4	Almanya dışişleri bakanı Ankara'yı ziyaret etti.		1	0					tr	
e964ef51b71a58c21453194b7496a0df9321d2e59a219dca5f8368b093cb09cb9534330a619c94bab10fb075a4bc60afe362f7ef6416b1063e42201d15a5af9a	common_voice_tr_18434363.mp3	3f2007e91382cc81747a95b0c3db059203f24e8150e813611093d8391105c408	Seçimlerden sonraki duruma ilişkin bilgileriniz ne yönde?		1	0					tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439790.mp3	0dae80960d0f56ce235a970ec8c1b111fe2eb01af7a4ce432c0af7eda42a08dc	Bu arada bahisler de yükseliyor.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439811.mp3	cc16b3980fce2255035d34f6adcdd9682e9e35f4b4a28dd1f9dff797acfcffbc	Fakat sadece aileler değil.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439814.mp3	ea2b98ee8d2113f7b10f894ad9268340667de63d2686a797913fcb02c9872f59	Toplam yatırım yirmi milyon avroyu buldu.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439821.mp3	9c9134bbfcb6cf8520266e6f60a61455f82c0b1cd4f16a64e13776ea16d2854f	Bu galeri Balkanlar'da türünün ilk örneği.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439824.mp3	01c5f5faacf6bb0eba88c352c1706625b5c1889e0e803a62eb93e8c9d82ae8c0	Projenin iki bin on iki yılında tamamlanması düşünülüyor.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439851.mp3	f3a28f5a97127c64b6e32af3fed9e5b23ed3ae73390ae9091db39eb997936320	Yasaya karşı oy verilmedi.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439853.mp3	4fe6720bcfdae7fbf08e4943a0684fe3c27b77d1a80ddfad65f73dedbba44f46	Bu yılki dalış ekibinde Vandermeulen de yer aldı.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439863.mp3	d92a5a1e78f0d986e68437f4af8b99996aac58f9aacde9fa15a979ff26bb29cc	Sırbistan, Kosova tarafından verilen araç plakalarını ve evrakları tanıyacak mı?		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439866.mp3	517623b7808c1ea18302d723c99b64a99196549bd6c8428dab3a92e8238db7d8	Ama her zaman değil.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439869.mp3	ade5ebabd0c7d4c4b9f6a996de8e124b746f462ef8a769117523bfdb1f1d0dcd	Gruevski pek çok vaatte bulunuyor.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439877.mp3	e8f0bc46b0e60e388a90a140083bf8948153a89bbcb32f232be06cf5a95b4e8a	Bulgaristan iki boru hattı projesinde yer alıyor.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439878.mp3	dc15688c95cd4e3f083712fa7fdac56254621d242d601ac7eb86371b92f5c1b8	Ancak bölge bazı ciddi sorunlarla hala uğraşıyor.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439880.mp3	cf2b55eef847dfb8fe8333e1a6007327c8c3171936a9066470c221f908853a71	Hiçbir siyasi durum hakkında yorumumuz yoktur.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439881.mp3	fbd214ba120413ce1a3c612c56c89645363e4d97387eb5d2c75bf53d7bc39b82	Fuar Pazar günü sona eriyor.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439882.mp3	9bc780c45cb25e56d9e03f014b029d3dc00b23fe98bf00d9c9211314cf54221f	Kitle iletişim araçlarının çoğalması kaliteyi de beraberinde getiriyor mu?		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439901.mp3	e789c8ecdb16f4d2c1cab2da14f415e56577db55458e7cc788c15c7809fab397	Sahiden öyle mi?		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439907.mp3	f7dc747b6348369b4d38855ec62e3facd374cd7b17985e82c191f43abd4e9e68	Örneğin domuz eti fiyatları yüzde on arttı.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439923.mp3	021a9530ff88d5e921038533ecf8810e64af05e9643412b89535d913b09a6368	Güçlü bir hükümet iş başındadır.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439933.mp3	b91da54c4fbe929f55743b5c3ba39e09fd5adf16b15ef8ad31f35326dace170c	İki ülke bloğa yirmi altı ve yirmi yedi. üyeler olarak katıldı.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439941.mp3	f172b5c1192a1bb4ebecabf73a02dccc4ad6478cc2362296be32a54fe33fac6c	Ancak herkes aynı görüşte değil.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439944.mp3	2eb4077ada932827f009dede7c81d051af71581de851cd6285bec53eae5690e8	Parlamento değişikliği geçen ay kabul etmişti.		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439959.mp3	63b39e28921e8a115cb53137012ae2ef68bde87740472a4899550449920e9c3a	Açılışta bir de kutsama töreni düzenlendi.		1	0	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439966.mp3	2d00b15a08c5b7ef067b7e20993fa6fe6185828072af0fedd6a768e8a833192f	Genel süreci nasıl değerlendiriyorsunuz?		1	1	teens	male_masculine			tr	
92511781fc5d4eaa1bc76adfbefbd8e97f838cf23681107e9d51baed506ed4092adc2a2ad2d29c4c037f00fe1131a48cdb66a4815b4a8a769a8d170aada6cb67	common_voice_tr_18439971.mp3	35b73100596e8563ebd0856430078f18884b5460d4039b5b9a82ae8bc530e486	Sizin bu konudaki kişisel ve profesyonel görüşünüz nedir?		1	0	teens	male_masculine			tr	
