sentence_id	sentence	sentence_domain	source
0372b4d29c7b6fbfcf0a398bc3c31fb6b86970df16e19adb5075ebe01032304f	Alt yapı durumu , ekiplerin çalışma durumu ve tanımlama sürecine bağlı olarak değişebilir		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0374582a81a7b8decf79fd57e0c68b675ba81788af51ee734041befd2ea1dbfa	Ama bende modem  Türk Telekoma ait size tanıyınca modemi benden geri aliyorlar		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0385f47d0644499bcdfb84e48ec1eb2d1376f053dec4736e9194fccf34febb2a	Aynı sorun başka cihazdada denedim ondada var		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
03edc46c86d1e29a0e5eb7b30c8eb747b2505349fcfbca6482bc0a51d1c788e0	Anladım düşünüp karar verecem efendim teşekkür ederim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0402d2885c954bfa34057c33e3413bf28a123d9e4f549260bf124164d83a7b21	Daha önce süperonline vardı kapattım		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0424ec41516d289f9f73415c0cc6be1d8dd14f4afbb74978d5194fc620eb0ea1	Daha once sorgulandim gayet mukemmel dediler		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0450c63b85b5d7e5c205671b888118d11235608b5dd7d50e00a747d1c395ecbe	Arayabilir msiinz acaba		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
04579537012230a982d787694e2e16a506984d16510d8c84a95a294c256d867f	Cihat akçay		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0462e84fec7742dfea4bcf1622f48e50e0c241659d9c11f5bf53159a881206fc	Daire ve bina içi tesisat müşteri sorumluluğundadır arıza müşteri kaynaklı sonuçlanmış		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
049e57ec018db2caa1523da1ffd5bc2b58395bcf7a55b00840f310645c36aced	Alt yapım var mıdır		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
04c067fbcf2a89d28affa218e493dacc05c531ef11afacd63f484bb156dff74c	Cevap vericek misiniz?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
04f190fc007bf275874c2a96ac3e3ce537c419376fb987f9eed29d0a14826093	Alt yapı görünmüyor adresinizde efendim  şuanda hizmet aldığınız firma var mı ?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
04fb87451dd977753e3be7bcab1229ab163e76d4b5f5f50b4105997f2bda10d7	Daha önce türknet		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0533004fd4170937a6123c11e3a453e9df88079e531c1b03896efc5edec92ca8	Ankastreden kabloyu bağlicaklar değil mi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
055d06c02e33108414618e827b5ea861c743888b1f8481a624890a486d1d7861	Ankara Keçiören şenlik mah.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
05641dacf3c6430c914cb9ae86d1d95430a22d60db477c29ea3c2bcb7b594a69	Ama internettimde telefon da var		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0565e84caee8c3b32e1cc38528d5707b7d5d9a0a6546e126c98ce492f5d8192f	Alt yapı sorgulma yapabilir misiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
05fe841e9d8338cbf95cc33a6d8f4e85181da73cfac2a56220222a9803bf22da	Ama daha önce tekrar kurulum yapmadan sadece modemi yeniden başlatarak ip feğişimi yapabiliyordum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
060f59ae186494398ae3e39b525004e368ae35076542a8e447747a826e71da05	Cloud gaming gibi peer to peer isteyen uygulamalara vpn açmadan giremiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0637c1ca0482a345deff97091c6d594aaa506ffe4dc6200f64a3b163d795b738	Ankara ya hizmetiniz var mi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
064a751cd29e5705a591eb8af433c5a38dfa805832e2ad2b2493be36e70f74ff	Ama sibanet kullanıyorum anten ile geliyor internet		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
067acc48de02e573b8fa69134528abced4ed026de2088e5d501d737232d7d355	Ali Demirok		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
067f01c5a5f3a7359a8093630310778a26b1f4f0aebf0ceec836b30d4d5b02e3	Antalya döşemealtında hizmet veriyor musunuz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
06dd4f912cd84522496a09c1829a88d15b9655987cd6c75f4aa45bcea289fdfb	Ancak halen netspeed aboneliğim devam ediyor.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
073df2a5b558b7fff9f782cd23249c63a7e9e666524dd141a01b081bcffea09c	Desteklenen maksimum hızı veriyorsunuz değil mi? Hız sınırlama vs yok yani?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0762aac148cbd014d266884be5122c1821cc3eba1231eb219f0997d28db251f0	Cok sacma degilmi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0769763efd4e6d0a73b2db5272e0090b9cf1032627b2988e5f41389f66ea94df	Dediğimiz şekilde yapıp ekran ekran goruntusu paylaşabilir misiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
07adcbd93ab9913a04f03fe4f71ba6a8267b5d19aa18b228f1e652a300652927	Ama hatalı bilgi diyo		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
07b06227936cd102ae709141cf6f277984a9cb2e850944ad00f614e36adc5367	Arayabilir misiniz bilgi alalim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
07ce77f7cf98fcc39e9ce83185fac5765ef3784cba05a809716ea04d2d6e4c60	Churn formunu indirebildiğim halde Abonelik sözleşmesini indiremiyorum.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
07dee333ab7494046b1e056a77c05b87a7967d5ea69dfe7fe31c2b1c38084ae5	Arkadaşını getir gibi bi kampanyanız varmı		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
080868f40e1adc9f1d1837fcdc7dfe44de384302df0030b0c504494b2775eebc	Ayrica henuz gibirnet hesabim da acilmamis normal midir?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08442cededb18b1a01e4c3ec7e9936053438be2385fc9df1fa59beda320767c9	Arkadaşını getir  kampanyası  yada referans  uygulaması  bulunuyor ne yazık ki		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08504bab0f4e5a744fb702541657e04d3e70c2cfd39fd8b14dd1ddecf0ebcbe4	Dahili Modeminiz pakete dahil mi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08803b11892358431be66eed9600c34129660b3bb8e1091fe7ea36add4324caf	ışığım yandı fakat internet ışığı hala yanmiyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08933c66b27322896122879c301b63cb8fcba81e4952a7aee0fa47c07e59d6e9	Aramanız mümkün mü yada bilgi alacağım bir numara alabilir miyim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08a538fdd5e31b5492a68c87972b4d742cf892417e2ec37f3deeb0649f066160	Defalarca aradım sizleri yardımcı olurmusun lütfen		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08a93f5f5e68555171403d99808d5124b225848845c044c9ace9a29ef6cb4810	Aynı bine santrale uzaklık mesafesi aynı		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08b341c400c7318351d93a240cbed589cf4169fe1b63c5f3466352c215fffc9f	Daha önceden bana bu şekilde atmadniniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08da5f2b18e52b857cfab1777df86192f0c8b6b883a828b35b72c555935f580b	Adres veya numara alabilirmiyim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
08fdba72e94b37c053054016afbf5a378d05b8be18cc72b69ccadd8a03578afe	Arkadaşım var şuan oda ödeme yapamıyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
090144dd81346388692357964edaeadab96fcfd7a26970ded3b0d3ed0aea6e6c	Alt yapı sorgulayamiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
09711c8fe49139a9f7f59bb9c98f6b98e5d2fa65c6979605a516a79da592e5d9	Cevap veren varmi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0991355ffc9e087a820a002b35b3c3cd0625bc553630d2bef7c83c77f1434476	Anladım peki internet geçiş süreçlerinde herhangi bir internetsizlik durumu söz konusu olucakmı		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
09a550cc2738a2cea71f40fa5aa8df142a0e1b752250d29c378e4f8d36bf35d8	Adres sorguladığı da port yok diyor ben başka sağlayıcıdan size geçmek istiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
09a8bf661772633918be0aa60acbf167cf8c23549bc13d5692f389ed5bb319c7	Cayma bedeli odemesi yapiyor musınuz ?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
09ba22f768b1a48f2a298ef75d5fff043d8968c332f477ce6b1195c6a3e42bb3	Anladim tesekkür ederim iyi bayramlar		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
09c1c03f3e1a75c546182bf0cc7c97501f8ca7f838f7fc02871dbe1279b06849	Aynı modemi kullanmaya devam edbilirsiniz.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
09cb089e8828f61d42b4bbb60392e60d0616bb493dc003d3a2388067464eaca2	Alt yapı sorgulama ne kadar doğru		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0a1b7a084dcd9a908cc2a7a8c9c1d24b72264ce56257f281f7746ee079067ae2	Dumlupınar mahallesi osmansultan caddesi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0a20e0ed98e7e0a2380ca8f4cea934a44a9cf1b7f70fd80775f37b1046128ce1	Alt yapı olsaydı güzel olucakti		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0a267f3e19ed9d373bc8342d7a1c4479e262c0cec5e251901aff5e66c1f80be9	Ama dsl yanmiyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0a29e72d15b297ecc5de8668eedbe7594955ba826a4b84590d61bb053c176880	Daha sorayım mı??		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0a2be759714f1509f4628dcc156d37ea815a8d555599c0a1b163a59648103d67	Cihaz ip almış		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0a46213f57103d65dfb09b90c0f569b82fea8b468fab25f4b4eda554a878f6f8	Anlık olarak sizlere dönüş sağlamaktayız efndim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0a5b6bd2d85711f72678b9fa228f3032fc63a6331278a7bb268d4c4e5bbb1906	Ararsan goruselim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0a7e3451831a9fcef5c45a5a789acecb01ec47c956d680a0f88de5fc8a9e928b	Anladım Tşekkürler		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0aa230b53cf590cd8c302c70b90a43b69e560a113b252be9d871529d1f3039e3	Dediginiz Ne anlama geliyor bilmiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0ad0021410e26a6e8fd19004010c050225701e2bc00b6b40e4d374eb2f5b90ea	Daha önce türknet vardı iptal ettim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0b175d807778cb755147c7d6af8ba3e9128240753d517ff588024f17b4506811	Ama hayla ayni suan degisen hic bisey yok		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0b4116402b26ec14020becb8b5aa2e1afbe8d306fa2e858a00cf7fe232d66df9	Arıyorum bi taraftan ama açan yok		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0b4c75db0b45eb5c346b343537b15797f64f13673a1e48c548807872d653e5b3	Ama sizde altyapi sorgulattigimda gözükmüyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0b583bb190ea24a4fdc6e25bf3a71887d34ccb8b43fcfb4675cacd20dfd3a1ef	Adres ile sorguladıgımda adsl görünüyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0b594710542680458fe2601c556c3f7910a92aaac6a468e900f9c74e3aa3e869	Anladım, değerlendirdikten sonra sizi aramam için bir numara varmı?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0b61ff2c01094d1a69109455b993530f87c62e9dc7deb96fed6151c90bfb26c3	Alt yapı sanırım en üst mp destekliyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0b7adf8ec54e37231b9777c98190b9e11fd298e2b501ae4ef93462f2c1605e59	Daha önce kapatıp açtıgım anda değişiyordu şimdi bi değişiklik mi oldu acaba neden böyle		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0bd9f70985d73e9e3187097a1b62330b2ae79d7e12dad450bbbe495cc94905ea	Alt yapi sorcaktim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c380313b03ed420daf38e83ca914bfde3e3bc6a4f1d0ffc70bda309af41da02	Dsmart  numaram portum boşa cikti		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c5a878d10a213483f4f5b839c0fddc1ca562c3fdb45c8e64a9a1b8a13edcc32	Alt yapı adsl ,  vdsl  ,fiber hangisini destekliyor acaba  ?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c5d764efae016745e414eeb5154ff914493af61b2947792c4aa9e18e030f704	Atypaı sorgulaması yapmış mıydınız		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c62c3aaee4fed7ee7e3e3bf371544d6ffca73baa86e664bd1016cd0671f02c1	Cevap yok herhal		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c63618d3ad390bb5b8cebf4700d0f5bd99c5da1314a9037d2615cf44ac6035f	Ankastreden evınıze gelen bır hat olması yeterlı modemı calıstıracagınız odada elektrıge ıhtıyacınız var efendım		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c688d7f47a4fe56a46908373148162090b71a4c4e4e0b5f60f4e0152a30aac5	Detaylı adresinizi paylaşabilirmisiniz altyapınızı kontrol edebilmem için ?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c6afc44aaab4046d100c53daef76f953958f4d7be157c8b2d4818058bb65699	Ankara'da altyapisiz evlere internet bağlıyor musunuz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c8b1fda9341b4735b66f7320b8e72a9b0de8c22d93817aa44e2f203b9d46616	Doğru yaptim ama kurulumu		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
0c9e78ada9ed4da42d2169d60673a66a5fd05d2f1526cffca7cfbf1f1502deef	Daha kimseden almadım, eski aboneliği den kalan modem		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
