clip	duration[ms]
common_voice_tr_34553022.mp3	2556
common_voice_tr_21376011.mp3	3144
common_voice_tr_37927386.mp3	4176
common_voice_tr_38370941.mp3	2340
common_voice_tr_37844333.mp3	1836
common_voice_tr_20557127.mp3	6336
common_voice_tr_37035126.mp3	2448
common_voice_tr_40404318.mp3	4320
common_voice_tr_30398020.mp3	2988
common_voice_tr_38345771.mp3	3456
common_voice_tr_36441132.mp3	1980
common_voice_tr_20339788.mp3	3672
common_voice_tr_34596776.mp3	2556
common_voice_tr_25240292.mp3	7020
common_voice_tr_17559364.mp3	2376
common_voice_tr_25960579.mp3	5364
common_voice_tr_30398160.mp3	2520
common_voice_tr_27639114.mp3	2160
common_voice_tr_28876351.mp3	3708
common_voice_tr_37355174.mp3	4752
common_voice_tr_20310749.mp3	3816
common_voice_tr_34556562.mp3	2700
common_voice_tr_28433426.mp3	6804
common_voice_tr_35216842.mp3	2736
common_voice_tr_32921092.mp3	3420
common_voice_tr_17359814.mp3	3384
common_voice_tr_26543883.mp3	2340
common_voice_tr_30683227.mp3	2880
common_voice_tr_21117942.mp3	4056
common_voice_tr_32882317.mp3	2520
common_voice_tr_30393020.mp3	4068
common_voice_tr_30401239.mp3	4716
common_voice_tr_34308764.mp3	3060
common_voice_tr_35320090.mp3	7200
common_voice_tr_40164692.mp3	5076
common_voice_tr_29688051.mp3	3420
common_voice_tr_30345147.mp3	3240
common_voice_tr_36412835.mp3	2016
common_voice_tr_25576166.mp3	3420
common_voice_tr_17357098.mp3	3480
common_voice_tr_26533477.mp3	4356
common_voice_tr_37923012.mp3	2736
common_voice_tr_28219351.mp3	3240
common_voice_tr_35218577.mp3	8100
common_voice_tr_20022821.mp3	3744
common_voice_tr_30398062.mp3	2340
common_voice_tr_38719577.mp3	4536
common_voice_tr_32940791.mp3	7200
common_voice_tr_21450186.mp3	6216
common_voice_tr_36408629.mp3	1800
common_voice_tr_32882660.mp3	2988
common_voice_tr_36994009.mp3	4716
common_voice_tr_25273596.mp3	4428
common_voice_tr_26562296.mp3	828
common_voice_tr_31331231.mp3	5328
common_voice_tr_36444448.mp3	2448
common_voice_tr_34602820.mp3	5580
common_voice_tr_32902364.mp3	3456
common_voice_tr_30397557.mp3	2556
common_voice_tr_25259785.mp3	4176
common_voice_tr_30329888.mp3	3240
common_voice_tr_38331174.mp3	2628
common_voice_tr_30472125.mp3	2268
common_voice_tr_30494822.mp3	2556
common_voice_tr_35342110.mp3	2268
common_voice_tr_25021782.mp3	4068
common_voice_tr_30412180.mp3	2700
common_voice_tr_30674391.mp3	2448
common_voice_tr_29901676.mp3	6948
common_voice_tr_40056924.mp3	8136
common_voice_tr_35594705.mp3	2808
common_voice_tr_35271647.mp3	2232
common_voice_tr_36432878.mp3	3276
common_voice_tr_40656902.mp3	5760
common_voice_tr_35263164.mp3	4248
common_voice_tr_39935706.mp3	6048
common_voice_tr_33893416.mp3	2268
common_voice_tr_34163103.mp3	5256
common_voice_tr_22486201.mp3	2400
common_voice_tr_30472183.mp3	2376
common_voice_tr_21462453.mp3	3744
common_voice_tr_21440841.mp3	4704
common_voice_tr_28938872.mp3	4428
common_voice_tr_26534798.mp3	4248
common_voice_tr_25278383.mp3	2880
common_voice_tr_32927816.mp3	2376
common_voice_tr_37931886.mp3	3276
common_voice_tr_30345057.mp3	3348
common_voice_tr_18289331.mp3	3432
common_voice_tr_29576616.mp3	2340
common_voice_tr_35480859.mp3	2196
common_voice_tr_28907980.mp3	3420
common_voice_tr_38117303.mp3	6228
common_voice_tr_37655846.mp3	2808
common_voice_tr_28659661.mp3	4536
common_voice_tr_38543592.mp3	3348
common_voice_tr_35342133.mp3	7308
common_voice_tr_37962699.mp3	2736
common_voice_tr_29178645.mp3	5148
common_voice_tr_25228410.mp3	3888
common_voice_tr_30339985.mp3	4500
common_voice_tr_25293909.mp3	4428
common_voice_tr_30356889.mp3	5076
common_voice_tr_18376892.mp3	7032
common_voice_tr_36477959.mp3	6228
common_voice_tr_18378275.mp3	4416
common_voice_tr_35902527.mp3	2880
common_voice_tr_34464688.mp3	1980
common_voice_tr_30334695.mp3	2520
common_voice_tr_29883255.mp3	1800
common_voice_tr_36437771.mp3	2160
common_voice_tr_28913514.mp3	4068
common_voice_tr_18395538.mp3	3192
common_voice_tr_30398489.mp3	2556
common_voice_tr_37330237.mp3	3348
common_voice_tr_25535017.mp3	2808
common_voice_tr_30422004.mp3	2880
common_voice_tr_24762444.mp3	4788
common_voice_tr_28444570.mp3	2448
common_voice_tr_30610841.mp3	2592
common_voice_tr_38328550.mp3	3240
common_voice_tr_26535089.mp3	2520
common_voice_tr_36718506.mp3	3348
common_voice_tr_28037662.mp3	4464
common_voice_tr_26534059.mp3	3276
common_voice_tr_26635637.mp3	1836
common_voice_tr_36408017.mp3	2340
common_voice_tr_37373593.mp3	2880
common_voice_tr_40187034.mp3	9360
common_voice_tr_30343370.mp3	3168
common_voice_tr_21342013.mp3	2664
common_voice_tr_34514057.mp3	3168
common_voice_tr_17427249.mp3	4224
common_voice_tr_26545861.mp3	1296
common_voice_tr_36412908.mp3	2340
common_voice_tr_25233425.mp3	4572
common_voice_tr_27189094.mp3	7560
common_voice_tr_37655852.mp3	2088
common_voice_tr_30329493.mp3	9360
common_voice_tr_40181236.mp3	2988
common_voice_tr_21657209.mp3	3936
common_voice_tr_32882618.mp3	2196
common_voice_tr_30648635.mp3	7020
common_voice_tr_26570407.mp3	2448
common_voice_tr_26544013.mp3	1116
common_voice_tr_32924684.mp3	2376
common_voice_tr_37650184.mp3	2268
common_voice_tr_34515606.mp3	3420
common_voice_tr_17919773.mp3	2880
common_voice_tr_32921127.mp3	3528
common_voice_tr_29696274.mp3	1908
common_voice_tr_38023424.mp3	2700
common_voice_tr_26533824.mp3	1260
common_voice_tr_17911161.mp3	3144
common_voice_tr_25230115.mp3	4428
common_voice_tr_20371233.mp3	4104
common_voice_tr_17529418.mp3	4344
common_voice_tr_30500636.mp3	2196
common_voice_tr_34388791.mp3	2988
common_voice_tr_40765555.mp3	8208
common_voice_tr_36591331.mp3	3096
common_voice_tr_37827141.mp3	3276
common_voice_tr_30399480.mp3	3816
common_voice_tr_26530970.mp3	3132
common_voice_tr_29622771.mp3	2376
common_voice_tr_32289144.mp3	3096
common_voice_tr_21173210.mp3	3936
common_voice_tr_30500811.mp3	2520
common_voice_tr_21819921.mp3	3696
common_voice_tr_30472153.mp3	2196
common_voice_tr_26538351.mp3	2664
common_voice_tr_32134992.mp3	6804
common_voice_tr_30409596.mp3	1728
common_voice_tr_25427000.mp3	2628
common_voice_tr_18381626.mp3	2904
common_voice_tr_32960557.mp3	3348
common_voice_tr_29579523.mp3	3096
common_voice_tr_36444431.mp3	2880
common_voice_tr_34513687.mp3	3276
common_voice_tr_32955166.mp3	2088
common_voice_tr_38181113.mp3	2160
common_voice_tr_36440394.mp3	2556
common_voice_tr_29121676.mp3	2736
common_voice_tr_25013670.mp3	3168
common_voice_tr_21368121.mp3	4248
common_voice_tr_30396138.mp3	3240
common_voice_tr_28914786.mp3	6048
common_voice_tr_34487062.mp3	3168
common_voice_tr_32940953.mp3	1980
common_voice_tr_27198280.mp3	2448
common_voice_tr_37650127.mp3	2160
common_voice_tr_21659939.mp3	3768
common_voice_tr_17819394.mp3	3312
common_voice_tr_31785306.mp3	3204
common_voice_tr_28856167.mp3	2016
common_voice_tr_37915964.mp3	2916
common_voice_tr_28588641.mp3	2448
common_voice_tr_21451738.mp3	5064
common_voice_tr_24983008.mp3	3384
common_voice_tr_36466966.mp3	4176
common_voice_tr_35263210.mp3	2340
common_voice_tr_30328975.mp3	3240
common_voice_tr_30402681.mp3	2808
common_voice_tr_34389380.mp3	8856
common_voice_tr_30401904.mp3	4608
common_voice_tr_27836399.mp3	3996
common_voice_tr_34610842.mp3	2268
common_voice_tr_29579177.mp3	3564
common_voice_tr_38331436.mp3	6048
common_voice_tr_18266869.mp3	4536
common_voice_tr_36406370.mp3	2628
common_voice_tr_30024818.mp3	4788
common_voice_tr_38035885.mp3	7956
common_voice_tr_30469173.mp3	2736
common_voice_tr_34612686.mp3	2340
common_voice_tr_19821311.mp3	3744
common_voice_tr_26562376.mp3	1116
common_voice_tr_40858969.mp3	7308
common_voice_tr_32884186.mp3	3420
common_voice_tr_21368213.mp3	3912
common_voice_tr_19014554.mp3	4776
common_voice_tr_38319488.mp3	3816
common_voice_tr_30412208.mp3	2808
common_voice_tr_18237877.mp3	3624
common_voice_tr_38270211.mp3	4068
common_voice_tr_38293472.mp3	2520
common_voice_tr_17529588.mp3	5376
common_voice_tr_38029992.mp3	2880
common_voice_tr_24831943.mp3	5688
common_voice_tr_22154321.mp3	3336
common_voice_tr_27198297.mp3	2196
common_voice_tr_36557602.mp3	2196
common_voice_tr_37622891.mp3	4536
common_voice_tr_32839456.mp3	4968
common_voice_tr_24666225.mp3	4536
common_voice_tr_38119383.mp3	3096
common_voice_tr_17529582.mp3	2904
common_voice_tr_17528211.mp3	4536
common_voice_tr_36585741.mp3	1980
common_voice_tr_29512471.mp3	2988
common_voice_tr_17427120.mp3	2856
common_voice_tr_38346326.mp3	2700
common_voice_tr_21356584.mp3	4008
common_voice_tr_26549087.mp3	2052
common_voice_tr_38005811.mp3	4680
common_voice_tr_17349495.mp3	4776
common_voice_tr_24505496.mp3	2196
common_voice_tr_21356605.mp3	4344
common_voice_tr_36406413.mp3	2700
common_voice_tr_25804189.mp3	6948
common_voice_tr_33026450.mp3	6660
common_voice_tr_36399382.mp3	3348
common_voice_tr_29696132.mp3	2520
common_voice_tr_32292893.mp3	2808
common_voice_tr_40698433.mp3	4896
common_voice_tr_29510540.mp3	3276
common_voice_tr_38384372.mp3	7236
common_voice_tr_38144736.mp3	2700
common_voice_tr_26635911.mp3	1656
common_voice_tr_22070544.mp3	2400
common_voice_tr_18351511.mp3	3744
common_voice_tr_18355324.mp3	4416
common_voice_tr_19292200.mp3	3720
common_voice_tr_38131528.mp3	9288
common_voice_tr_17855732.mp3	2904
common_voice_tr_25100454.mp3	3420
common_voice_tr_28588562.mp3	3240
common_voice_tr_29569512.mp3	2268
common_voice_tr_26533688.mp3	1224
common_voice_tr_39941186.mp3	5328
common_voice_tr_30494778.mp3	2160
common_voice_tr_20969957.mp3	3024
common_voice_tr_40698490.mp3	9936
common_voice_tr_29689193.mp3	3996
common_voice_tr_34516837.mp3	2268
common_voice_tr_30883691.mp3	2376
common_voice_tr_37915794.mp3	2736
common_voice_tr_30461054.mp3	3168
common_voice_tr_21361122.mp3	2760
common_voice_tr_35480588.mp3	2340
common_voice_tr_30441441.mp3	3492
common_voice_tr_27777182.mp3	7776
common_voice_tr_35263181.mp3	4356
common_voice_tr_30402955.mp3	2016
common_voice_tr_32959276.mp3	3960
common_voice_tr_30391430.mp3	7596
common_voice_tr_17427329.mp3	4344
common_voice_tr_28897302.mp3	4428
common_voice_tr_30106961.mp3	5004
common_voice_tr_38382075.mp3	5508
common_voice_tr_21460471.mp3	3480
common_voice_tr_17349548.mp3	4728
common_voice_tr_27199232.mp3	2412
common_voice_tr_38140319.mp3	2340
common_voice_tr_36442497.mp3	4500
common_voice_tr_32290007.mp3	2520
common_voice_tr_25109379.mp3	4140
common_voice_tr_29291220.mp3	3060
common_voice_tr_37915678.mp3	2700
common_voice_tr_35342505.mp3	4176
common_voice_tr_38073072.mp3	2088
common_voice_tr_18439985.mp3	6264
common_voice_tr_38240604.mp3	2196
common_voice_tr_38778226.mp3	7956
common_voice_tr_30409480.mp3	7056
common_voice_tr_32922845.mp3	2628
common_voice_tr_30392612.mp3	4248
common_voice_tr_27856107.mp3	3636
common_voice_tr_40142072.mp3	4248
common_voice_tr_33514314.mp3	4140
common_voice_tr_30534804.mp3	8640
common_voice_tr_38374274.mp3	2880
common_voice_tr_19821370.mp3	3384
common_voice_tr_36524139.mp3	4320
common_voice_tr_28730176.mp3	1368
common_voice_tr_19648441.mp3	4032
common_voice_tr_32288933.mp3	2556
common_voice_tr_30454113.mp3	7380
common_voice_tr_37083095.mp3	3816
common_voice_tr_37872506.mp3	5256
common_voice_tr_32899989.mp3	2700
common_voice_tr_23890986.mp3	2184
common_voice_tr_37852431.mp3	1980
common_voice_tr_28745480.mp3	3600
common_voice_tr_21340771.mp3	5160
common_voice_tr_32859599.mp3	3348
common_voice_tr_35231697.mp3	2664
common_voice_tr_30391091.mp3	2268
common_voice_tr_32960293.mp3	4140
common_voice_tr_28444641.mp3	5076
common_voice_tr_30440495.mp3	3456
common_voice_tr_36441173.mp3	2700
common_voice_tr_37844192.mp3	5148
common_voice_tr_17553841.mp3	3336
common_voice_tr_38163495.mp3	2736
common_voice_tr_37021501.mp3	4644
common_voice_tr_32565809.mp3	4608
common_voice_tr_32324504.mp3	3600
common_voice_tr_35194487.mp3	4428
common_voice_tr_21235398.mp3	3984
common_voice_tr_37966168.mp3	4140
common_voice_tr_32876097.mp3	2196
common_voice_tr_38079381.mp3	3060
common_voice_tr_19452902.mp3	3264
common_voice_tr_33085431.mp3	2916
common_voice_tr_34188938.mp3	3276
common_voice_tr_20172437.mp3	3264
common_voice_tr_28130063.mp3	7560
common_voice_tr_35795055.mp3	2016
common_voice_tr_28868551.mp3	2340
common_voice_tr_28874077.mp3	2088
common_voice_tr_36439384.mp3	3600
common_voice_tr_25021757.mp3	3456
common_voice_tr_30329921.mp3	3888
common_voice_tr_30482953.mp3	2376
common_voice_tr_38169119.mp3	3456
common_voice_tr_25333996.mp3	3780
common_voice_tr_32288847.mp3	4104
common_voice_tr_29983116.mp3	2124
common_voice_tr_26563414.mp3	1296
common_voice_tr_30333457.mp3	2916
common_voice_tr_25034733.mp3	3672
common_voice_tr_25155281.mp3	4176
common_voice_tr_31839557.mp3	5760
common_voice_tr_29982893.mp3	3636
common_voice_tr_30368627.mp3	3168
common_voice_tr_36441266.mp3	1836
common_voice_tr_26552339.mp3	1548
common_voice_tr_17563254.mp3	3096
common_voice_tr_32964920.mp3	5076
common_voice_tr_19820802.mp3	4248
common_voice_tr_32565659.mp3	4860
common_voice_tr_36441492.mp3	5220
common_voice_tr_30497610.mp3	3636
common_voice_tr_24969449.mp3	5580
common_voice_tr_21356582.mp3	4680
common_voice_tr_17580059.mp3	4464
common_voice_tr_34465377.mp3	2196
common_voice_tr_36443726.mp3	2016
common_voice_tr_30505144.mp3	1836
common_voice_tr_33894014.mp3	2088
common_voice_tr_17911189.mp3	2376
common_voice_tr_37927432.mp3	2340
common_voice_tr_18383423.mp3	3696
common_voice_tr_25258051.mp3	5328
common_voice_tr_37580892.mp3	6048
common_voice_tr_37821409.mp3	3600
common_voice_tr_38331417.mp3	3780
common_voice_tr_28543336.mp3	2556
common_voice_tr_26667043.mp3	828
common_voice_tr_20141780.mp3	3600
common_voice_tr_30695589.mp3	3060
common_voice_tr_30368052.mp3	3096
common_voice_tr_18379885.mp3	4656
common_voice_tr_30495367.mp3	3636
common_voice_tr_30412241.mp3	3276
common_voice_tr_32938139.mp3	3708
common_voice_tr_26983671.mp3	8280
common_voice_tr_39794777.mp3	6300
common_voice_tr_27199419.mp3	2340
common_voice_tr_30422884.mp3	4968
common_voice_tr_21659806.mp3	3696
common_voice_tr_36412912.mp3	2340
common_voice_tr_32895271.mp3	2556
common_voice_tr_25333889.mp3	3672
common_voice_tr_25551423.mp3	6300
common_voice_tr_38374278.mp3	5616
common_voice_tr_31419319.mp3	3060
common_voice_tr_36560571.mp3	2700
common_voice_tr_30334532.mp3	4320
common_voice_tr_25279309.mp3	4536
common_voice_tr_26994224.mp3	2196
common_voice_tr_26564247.mp3	2988
common_voice_tr_25325185.mp3	3348
common_voice_tr_20416218.mp3	4176
common_voice_tr_17348780.mp3	6360
common_voice_tr_39891960.mp3	7956
common_voice_tr_20546882.mp3	3504
common_voice_tr_40801705.mp3	9900
common_voice_tr_37380660.mp3	1620
common_voice_tr_30396449.mp3	2916
common_voice_tr_30396498.mp3	3276
common_voice_tr_31097026.mp3	3096
common_voice_tr_30506645.mp3	2808
common_voice_tr_26954969.mp3	2736
common_voice_tr_35769646.mp3	3672
common_voice_tr_18842032.mp3	4104
common_voice_tr_30412112.mp3	4068
common_voice_tr_26569398.mp3	2448
common_voice_tr_30385033.mp3	8136
common_voice_tr_18382542.mp3	3936
common_voice_tr_30261660.mp3	7848
common_voice_tr_25233449.mp3	4824
common_voice_tr_30362353.mp3	2268
common_voice_tr_36795671.mp3	5580
common_voice_tr_31839694.mp3	8208
common_voice_tr_28516039.mp3	1368
common_voice_tr_30399345.mp3	9576
common_voice_tr_25193446.mp3	3096
common_voice_tr_28846987.mp3	1188
common_voice_tr_32288904.mp3	2412
common_voice_tr_30497643.mp3	3708
common_voice_tr_38144521.mp3	1836
common_voice_tr_34599000.mp3	2628
common_voice_tr_37844235.mp3	2160
common_voice_tr_30397882.mp3	4320
common_voice_tr_30461788.mp3	1908
common_voice_tr_35342472.mp3	1980
common_voice_tr_26545600.mp3	1512
common_voice_tr_37529002.mp3	3996
common_voice_tr_21658109.mp3	5904
common_voice_tr_34517388.mp3	9648
common_voice_tr_34479852.mp3	2988
common_voice_tr_38103967.mp3	2340
common_voice_tr_32959825.mp3	2880
common_voice_tr_39948288.mp3	5076
common_voice_tr_36966449.mp3	2628
common_voice_tr_36444547.mp3	2016
common_voice_tr_31461576.mp3	4860
common_voice_tr_27777170.mp3	3276
common_voice_tr_26564296.mp3	1764
common_voice_tr_30436495.mp3	3384
common_voice_tr_38380146.mp3	2520
common_voice_tr_38093056.mp3	1980
common_voice_tr_32289632.mp3	5256
common_voice_tr_18352801.mp3	3312
common_voice_tr_38313848.mp3	2376
common_voice_tr_18296034.mp3	4896
common_voice_tr_19357276.mp3	4344
common_voice_tr_37982949.mp3	3276
common_voice_tr_30407644.mp3	2160
common_voice_tr_28861541.mp3	3420
common_voice_tr_38128104.mp3	2556
common_voice_tr_30440843.mp3	2556
common_voice_tr_35174155.mp3	3996
common_voice_tr_38125724.mp3	2376
common_voice_tr_21317253.mp3	3816
common_voice_tr_27197158.mp3	3096
common_voice_tr_36408522.mp3	1620
common_voice_tr_37198290.mp3	3168
common_voice_tr_32957928.mp3	3060
common_voice_tr_19583363.mp3	3672
common_voice_tr_37990081.mp3	2088
common_voice_tr_18382531.mp3	4056
common_voice_tr_30323941.mp3	5328
common_voice_tr_30411040.mp3	2628
common_voice_tr_25223121.mp3	3708
common_voice_tr_33893758.mp3	2700
common_voice_tr_21291666.mp3	4704
common_voice_tr_30370689.mp3	9648
common_voice_tr_21482417.mp3	3744
common_voice_tr_19048504.mp3	3720
common_voice_tr_28858776.mp3	2412
common_voice_tr_28921927.mp3	4968
common_voice_tr_30408254.mp3	2016
common_voice_tr_36440729.mp3	2016
common_voice_tr_34436111.mp3	5688
common_voice_tr_24969139.mp3	2628
common_voice_tr_38192139.mp3	2196
common_voice_tr_37055150.mp3	5076
common_voice_tr_38026391.mp3	5148
common_voice_tr_32960113.mp3	2520
common_voice_tr_30406808.mp3	3600
common_voice_tr_32953236.mp3	2520
common_voice_tr_24993683.mp3	4572
common_voice_tr_32950014.mp3	4320
common_voice_tr_25754926.mp3	2952
common_voice_tr_37983788.mp3	2880
common_voice_tr_34608170.mp3	2520
common_voice_tr_26570328.mp3	1656
common_voice_tr_28944570.mp3	3060
common_voice_tr_17525385.mp3	2376
common_voice_tr_20763706.mp3	3024
common_voice_tr_30413312.mp3	7020
common_voice_tr_32941137.mp3	7596
common_voice_tr_34485061.mp3	2448
common_voice_tr_30383538.mp3	4716
common_voice_tr_32421797.mp3	3276
common_voice_tr_25278246.mp3	3960
common_voice_tr_37964896.mp3	2988
common_voice_tr_20433510.mp3	4824
common_voice_tr_30244601.mp3	2736
common_voice_tr_25158675.mp3	4536
common_voice_tr_36585948.mp3	1980
common_voice_tr_38144540.mp3	3636
common_voice_tr_17529445.mp3	3936
common_voice_tr_28942062.mp3	2988
common_voice_tr_33121884.mp3	4068
common_voice_tr_32939850.mp3	2268
common_voice_tr_32950026.mp3	2628
common_voice_tr_26637040.mp3	1260
common_voice_tr_25212608.mp3	2448
common_voice_tr_19477331.mp3	3864
common_voice_tr_30436879.mp3	2736
common_voice_tr_31046521.mp3	5040
common_voice_tr_21640502.mp3	3696
common_voice_tr_30355760.mp3	3276
common_voice_tr_25596713.mp3	7308
common_voice_tr_29946136.mp3	2340
common_voice_tr_32939768.mp3	4176
common_voice_tr_32069106.mp3	2412
common_voice_tr_31630281.mp3	2880
common_voice_tr_17347006.mp3	4656
common_voice_tr_25813019.mp3	3168
common_voice_tr_35487428.mp3	3600
common_voice_tr_30407379.mp3	2448
common_voice_tr_38255483.mp3	3528
common_voice_tr_38004362.mp3	5508
common_voice_tr_18756402.mp3	2304
common_voice_tr_36441683.mp3	2520
common_voice_tr_20732407.mp3	5568
common_voice_tr_24975678.mp3	4680
common_voice_tr_32290521.mp3	1944
common_voice_tr_40859825.mp3	6840
common_voice_tr_32834036.mp3	3204
common_voice_tr_38175792.mp3	5796
common_voice_tr_30440575.mp3	1944
common_voice_tr_27060176.mp3	3060
common_voice_tr_30368546.mp3	10440
common_voice_tr_34549009.mp3	4176
